city,holc_id,name,holc_grade,name_location_grade_number,area_terrain,area_favorable_influences,area_detrimental_influences,inhabitants_occupation,inhabitants_income,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,inhabitants_relief,inhabitants_pop_trend,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_sale_rental_history,area_pct_improved,buildings_occupancy_pct,buildings_ownership_pct,buildings_sales_demand,buildings_sales_price_range,buildings_sales_activity,buildings_rental_demand,buildings_rental_price_range,buildings_rental_activity,buildings_constructed_past_yr_type_price,buildings_constructed_past_yr,mortgage_avial_home_purchase,mortgage_avial_home_building,area_desirability_trend,clarifying_remarks,information_source
East Bay,C32,NA,C,"San Leandro, California High Yellow C-32",Level with slight slope down to southwest,Covenience to schools and recreational areas; nearness to San Francisco transportation; excellent climate,Distance from Metropolitan business center and local shopping district,skilled artisans and white-collar workers,"1,500 - 2,500",no concentration 5%,no N/A,remote,very few,slowly ,modern one-family detached,stucco predominant,10 years,good,"3,500 - 4,750 4,000 35 - 47.5 42.5 1933-34 2,250 - 2,750 2,500 62.50% 25 - 30 27.5 65% 1937 3,000 - 3,500 3,250 81% 30 - 35 32.5 77% 1927 102% 1927 100+%",70%,98%,98%,good,"good: 5-rm, 3,000",good,none,"good: 5-rm, 30",good,"5-rm single-family at from 4,7500 to 5,500",about 15 homes,ample,fair,slightly up under normal conditions,"Homogeneous neighborhood of attractive, well maintained, medium-priced bungalows. If it were not for the detrimental influences mentioned, this area would be graded Low Blue and may yet develop into Blue. Zoned first residential. Development which is taking place in Blue Hashed district adjacent on the east will probably prove a favorable influence",Edward J. Johnson; Ralph E. Prentice and City Officials of San Leandro 6/15 7
East Bay,C33,NA,C,"San Leandro, California Yellow C-33",Level with good drainage,"Transportation, school and recreational facilities conveniently available. Above average climatic condition. Nearness to important industries. Convenience to local shopping districts.",Distance from Metropolitan center; many homes are of older type and show effects of age,"factory workers, artisans, service workers","1,000 - 2,000",Italian and Portuguese 10%,no N/A,no threat,numerous (5% est.),yes ,single-family cottages,frame and stucco,10 to 15 years (a few very old ones),fair maintenance,"3,000 - 3,500 3,200 30 - 40 35 1933-34 1,800 - 2,250 2,000 62.50% 17.5 - 22.5 20 57% 1937 2,130 - 2,750 2,400 75% 20 - 27.5 24 69% 1927 102% 1927 100+%",40%,98%,90%,poor,"5-rm, 2,500",poor,none,"fair, 22.50",fair,"very few singles, 2,500 to 3,000",very limited,limited,limited,N/A,"Very little new construction in this district and prospects for future activity rests largely on inrease of industrial development in San Leandro and southeast Oakland. Thirty blocks zoned first residential, balance business and second residential. Parts of district verging on Low Yellow on account of age of structures. In extreme southeast of area, there is a small new subdivision of Low Blue class, but with very little building activity to date. Northeast part of area, together with undeveloped territory adjoining, might easily develop into high grade. In this area was located the first home in Alameda County, the Peralta Rancho Homestead.",Edward J. Johnson; City Officials; Ralph E. Prentice 6/15 7
East Bay,C34,NA,C,"Alameda, California High yellow C-34",Level,"Convenience to local and San Francisco transportation, schools, local shopping district and recreational facilities and beach.",On windward end of island; considerable wind and fog,"White-collar employees, artisans, service workers","1,500 - 2,400",no concentration N/A,no N/A,lower grades: no,none known,N/A ,detached cottages,stucco,12 years,good,"4,500 - 6,000 5,500 45 - 55 47.5 1933-34 3,000 - 3,500 3,250 59% 30 - 35 30 63% 1937 3,500 - 4,250 4,000 73% 35 - 40 35 74% 1927 102% 1927 100+%",95%,98%,85%,fair,"5-rm house, 3,750",fair,fair,"5-rm house, 35",fair,none recently,none,ample,ample,"slow, with a possible slow up trend",A small district of modern cottages of homogeneous design. (5-g) There is consdierable vacant land to westward which will eventually be subdivided and built up with cottages similar in cost to those of this area. Zoned single-family,"John F. Ward, Alameda Realtor; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.F. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C35,NA,C,"Alameda, California Yellow C-35",Level,"Convenience to local and San Francisco transportation, schools, local shopping district and recreational facilities. Zoned for single-family residential",Heterogeneous mixture of old cottages and wooden bungalows,white-collar employees and service workers,"1,200 - 2,500",various 10%,"no: threat, however N/A",oriental threat,occasional,yes ,one-family cottages prevail,"frame, rustic & shingle",25 years,fair,"3,000 - 5,500 4,500 30 - 45 40 1933-34 2,000 - 3,500 2,750 61% 22.5 - 32.5 25 62.50% 1937 2,750 - 4,000 3,500 78% 27.5 - 37.5 30 75% 1927 102% 1927 100+%",95%,98%,80%,good,"6-rm home, 3,000",good,good,"6-rm home, 30",good,single-family detached,"2 at 4,000 & 6,500",limited,limited,static to downward,"This section of Alameda will probably be zoned for multiple units with increased demand for housing, especially with commencement of new Air Base on west end of Alameda Island. Zoned now for single-family; zoning ordinance in Alameda very unstable","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C36,NA,C,"Alameda, California Yellow C-36",Level,"Convenient to local and San Francisco transportation, local shopping districts, grammar schools, beach and recreational facilities.","Distance to high school, proximity to Neptune Amusement Park with its consequent noises and crowds. Zoned for multiple unit dwellings.","Clerical, white-collar employees, service workers","1,200 - 2,500",various 8%,"no: threat, however N/A",oriental threat,very few, ,cottages and apartments,"frame, shingle & stucco",cottages: 28 years; apartments: 10 years,fair,"3,000 - 5,500 4,500 30 - 45 40 1933-34 2,000 - 3,500 2,750 61% 22.5 - 23.5 25 62.50% 1937 2,750 - 4,000 3,500 78% 27.5 - 37.5 30 75% 1927 102% 1927 100+%",98%,98%,70%,fair,"5-rm cottage, 2,750",fair,good,"5 & 6-rm cottage, 30",good,single-family home,"1 in 1936 at 5,750",limited,limited,"downward for homes, upward for apartment houses","There are many fine apartment houses in the district and room for more. Although there were none built in 1936, there will probably be a resumption in the near future, when work on new Naval Air Base at west end of Alameda is started. Area zoned multiple-family and runs largely to apartment houses. There are several blocks adjacent to Neptune Beach and Webster Street that should be considered Hazardous from standpoint of loans on single-family residences.","John Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Associations 6/15 7"
East Bay,C37,NA,C,"Alameda, California High Yellow C-37",Level,"Convenience to local and San Francisco transportation, schools, local shopping district, recreational facilities and beach. Zoned mainly one-family residential",Occasional multiple-family zoning in parts of blocks,"white-collar employees, artisans, store-keepers, minor executives","1,500 - 3,600",no concentration N/A,no N/A,lower grades: no,none known,yes ,single-family detached cottage,stucco predominates,15 (new to 25) years,good,"4,750 - 6,500 5,750 45 - 60 65 1933-34 3,000 - 3,750 3,500 61% 30 - 37.5 33 60% 1937 3,500 - 4,500 4,250 74% 35 - 45 40 73% 1927 102% 1927 100+%",90%,98%,90%,good,"6-rm home, 4,000",fair,good,"6-rm home, 37.50",good,single-family detached,"9 homes in 1936, 4,000 to 8,000",ample,ample,static,"New construction was scattered all over the area; however, the best type construction was in the southwest section, around Taylor and Central Avenues. This southwest section has several blocks sufficiently attractive to be given Blue rating, except for above detrimental influences. Zoning ordinance in Alameda very unstable.","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C38,NA,C,"Alameda, California Low Yellow C-38",Level,"Convenience to local and San Francisco transportation, schools, and local shopping district; recreational facilities","Heterogeneous mixture of old, large two-story homes and one-story cottages, many of run-down appearance, but with a large percentage of multiple unit dwellings, apartments, etc., for which all of area east of Walnut Street is zoned with spasmodic multiple unit zoning in parts of blocks","white-collar employees, store-keepers","1,500 - 3,500",various 8%,"no: threat, however N/A",lower grades: threat,occasional,yes ,"cottages, 2-story homes, flats & apartments",older: frame; modern: stucco,35 (5 to 50) years,fair to poor,"4,000 - 7,500 4,750 35 - 50 47.5 1933-34 2,250 - 3,500 2,750 58% 25 - 40 30 63% 1937 2,750 - 4,000 3,250 68.50% 30 - 42.5 35 74% 1927 102% 1927 100+%",95%,98%,70%,fair,"one-story elevated cottage, 3,000",fair,good,"one-story elevated cottage, 30",good,single-family detached,"8 in 1936 at 4,500 to 5,500",limited,lmited,static to downward,"In 1925, the peak in the real estate market, most of the homes were already so old and poorly kept up, that they reflected little of that boom in real estate value. Nor has there been great recovery in values recently. There are many Italian residents in this area, who create a demand for high basement homes. (11-a) Two duplexes were also built in 1935, at approximately 9,500. Zoning in this area is typical of Alameda.","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C39,NA,C,"Alameda, California Yellow C-39",Level,"Convenient to local and San Francisco transportation, schools, local shopping district, recreational facilities and beach","Heterogeneous mixture of old, small and large houses, many of run-down appearance. Zoned for single-family dwellings, except for scattered and multiple zoning throughout area, especially along Clinton Avenue and the Waterfront","white collar workers, store-keepers, retired pensioners","1,800 - 3,500",various 5%,no N/A,lower grades: threat,occasional,yes ,"2-story, 7 & 8-rm homes prevail",frame,35 (5 to 50) years,fair to poor,"5,000 - 9,000 6,500 40 - 70 55 1933-34 2,250 - 4,000 3,250 50% 25 - 35 30 54.50% 1937 3,000 - 5,000 4,000 61.50% 30 - 40 35 64% 1927 102% 1927 100+%",95%,98%,75%,fair,"2-sotry home, 3,300",fair,fair,"2-story home, 30",fair,single-family detached,"10 at 4,500 to 6,000; 1 at 11,000",limited,limited,static to slightly upward in spots,"(6-a) there are also many good, large, modern apartment houses, as well as old two-unit flats and old one-story cottages in the district. Occasionally a new stucco bungalow takes the place of some old home, which has been wrecked. In the area live many elderly people, retired and of moderate means. Grading Alameda areas is extremely difficult and is complicated by constantly changing zoning ordinances, such as is exemplified in this area.","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C40,NA,C,"Alameda, California High Yellow C-40",Level,"Convenience to local and San Francisco transportation, local shopping centers, schools and recreational facilities. Zoned single-family residential, except strip along Fernside Boulevard in northeast part of area, which is zoned for multi-family residences, permitting apartment houses.","Heterogeneous mixture of old, large two-story houses; predominance of semi-modern one-story cottages and a great many modern bungalows","white-collar employees, artisans, store-keepers, minor executives","1,800 - 3,600",various 8%,one family 1/10%,lower grades: threat,few,yes ,see paragraph no. 4,older: frame; modern: stucco,20 (8 to 40) years,fair to good,"4,000 - 5,500 4,950 40 - 60 47.5 1933-34 2,750 - 4,500 3,100 62.50% 30 - 40 32.5 58.50% 1937 3,750 - 4,500 3,800 77% 37.5 - 45 37.5 79% 1927 102% 1927 100+%",95%,98%,85%,good,"5-rm cottage, 3,750",good,good,"5-rm cottage, 37.50",good,single-family detached,"11 homes in 1936, 3,500 to 7,000",limited,limited,indefinable,"One colored family has lived in southern part of this area for many years. There are several blocks in various parts of this area which could be classed as Blue, but proximity to detrimental influences and mixture of older type homes prohibits that. Most of the above new construction was in the very northern part of area, along Fernside Boulevard from Treagalon Place to Pearl Street. This large, irregularly shaped area should be regraded in the course of a few years to reflect changing zoning ordinances and possible development. There is a threat of industrial invasion in the northern part along the Tidal Canal.","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,C41,NA,C,"Alameda, California Low Yellow C-41",Level,"Convenience to local and San Francisco transportation, schools, local shopping district and recreational facilities. Zoned single-family residential","Heterogeneous mixture of old, cheap cottages and semi-modern bunglows; also presence of inharmonious human elements","laborers, white collar workers, salaried","1,200 - 1,800",various 10%,three families 1/2%,lower classes,occasional, ,single-family cottages,frame; some stucco,20 (10 to 40) years,fair,"3,500 - 6,000 4,250 30 - 50 40 1933-34 1,500 - 4,500 2,250 53% 18 - 30 22.5 56.50% 1937 2,500 - 4,500 2,750 68% 22.5 - 40 26.5 66.50% 1927 102% 1927 100+%",95%,98%,90%,fair,"5-rm cottage, 2,750",fair,fair,"5-rm cottage, 25",fair,single-family detached,"1 at 5,000",limited,limited,static to downward,"There are some new, attractice stucco homes scattered throughout this area. Under present conditions these are over-improvements and mainly occupied by well-to-do Italian families. The western part of this area is somewhat similar to, although of a cheaper construction than, houses of area C-40. This part of area is classed as Low Yellow because of infiltration of colored families. The eastern part of area has possibilities and under proper direction could be developed into higher grade.","John F. Ward, Realtor, Alameda; E. H. Rogers, Building Inspector, City of Alameda; Ralph E. Prentice; F. D. Courneen, V.P. Oakland Federal Savings & Loan Association 6/15 7"
East Bay,D1,NA,D,"Berkeley, California Red (slide) D-1","Hilly, steep lots in north and eastern portion of area. Central, western and southern parts fairly level",schools and transportation conveniently available; nearness to University of California. Good view of San Francisco Bay,subject to land slides,"professional, business men and teachers","2,500 - 5,000",no concentration N/A,no N/A,undesirables: remote,none known,moderately ,single-family 2-story,frame or stucco,18 (new to 25) years,good,"8,000 - 12,000 9,500 70 - 85 85 1933-34 5,000 - 7,000 6,000 63% 45 - 55 50 67% 1937 6,000 - 8,250 7,000 74+% 55 - 65 60 80% 1927 102% 1927 100+%",80%,99%,80%,fair,"7-rm, 6,500",fair,none,"7-rm, 50",good,none,none,ample,ample,"stable, rather than static","This is a ""slide"" area which has been known since 1915, at which time slides occurred as much as thirteen feet on a lot. Some of the most imposing homes in Berkeley are in this area; great care should be exercised to ascertain whether property is subject to slide conditions before any commitments are made. There has been some indications of slight slippage during last three or four years, but most of the area has not moved since the major slide, after which streets were reparied about twenty-three years ago. The upper part of this are would be included in A-3 and the lower portion in B-5, were it not for the slide threat. Borders of slide areas are always extended beyond apparent hazard, but all property in area should be checked as to slide danger.","Harold W. Jewett: Sutliff Realty & Finance Corporation; City of Berkeley, Building Inspector's and City Engineer's Offices; Ralph E. Prentice 6/15 7"
East Bay,D2,NA,D,"Berkeley, California Red D-2",Level,"Convenient to local and San Francisco transportation, schools, local shopping and somewhat convenient to University of California",Mixed (heterogeneous) age and type of homes. Infiltration of Orientals and Negroes. Zoned for multiple-family and stores.,"white-collar workers, salaried, tradesmen","1,200 - 2,000",Latin & Nordic 5%,scattered 1%,"orientals, 2%","occasional, 1%",slowly ,older homes and modern bungalows,"frame, shingle & stucco",25 (10 to 45) years,fair,"3,250 - 5,000 4,000 30 - 45 37.5 1933-34 2,000 - 5,000 2,500 62.50% 18 - 25 22.5 60% 1937 2,500 - 3,500 3,000 73% 20 - 30 25 59.50% 1927 102% 1927 100+%",95%,98%,70%,poor,"5-rm, 3,000",poor,good,"5-rm, 25",good,"cottages averaging 3,750",8 homes 1936,limited,limited,Downward,"(4 and 6) Older homes prevail east of California Street; modern and semi-modern to west. Northeastern part of area, north of University, could be classed as High Yellow, but for infiltration of Orientals and gradual infiltration of Negroes form south to north. District zoned for unlimited residential. There was only one duplex built in 1936, however. There were thirty-two Oriental and twenty-five colored families in this area in 1935, when infiltration survey was made. These are scattered over entire area with predominance in southwestern part. Several blocks in south central part of the area, around Browning, Bovar and Bancroft, are free of infiltration due to deed restriction. The surrounding blocks are all scattered with Orientals and colored. Therefore, this entire area must be classed as hazardous. Good loans are possbile in this area if hazards are taken into consideration.",City of Berkeley Building Department; Ralph E. Prentice; H. W. Jewett 6/15 7
East Bay,D3,NA,D,"Berkeley, California Red D-3","Level; low, only few feet above Bay","Near main highway to San Francisco Bay Bridge. Convenient to local and San Francisco transportation, schools, new Tacht Harbor, shopping centers; proximity to industries of which are many nearby (walking distance for employees).",Mixed (heterogeneous) age and type of homes. Cheap construction predominating. Infiltration of Negroes and Orientals. Odors from nearby industry.,wage earners,"900 - 1,300",Latin & Nordic 10%,scattered 2%,"orientals, etc",many,slowly ,old houses and cheap modern cottages,frame,18 years,poor,"2,000 - 3,500 2,500 22.5 - 35 28 1933-34 1,000 - 3,250 1,250 54% 12.5 - 20 15 55% 1937 1,500 - 2,500 1,800 72% 15 - 25 20 73% 1927 102% 1927 100+%",50%,98%,60%,fair,"5-rm, 2,000",slow,fair,"5-rm, 20",fair,"cottages: 3,500-4,000",5 in 1936,limited,practically none,up in northern portion; static to downward in balance,"The majority of people in this district are of Latin extraction; Italians, Portuguese, etc. Zoned industrial, unrestricted as to type of home or as to race of occupants. However, Negroes have not settled to any great extent in this area and there are practically none north of University Avenue. There are a great number of Orientals, however, scattered over the entire area, north and south of University Avenue. Area zoned for unlimited types residential. There were two small duplexes built in 1936. Loans in this area should be upon a highly restricted basis.","Lee Sutliff, Berkeley; Harold W. Jewett, Oakland; ralph E. Prentice; Berkeley Building Inspector 6/15 7"
East Bay,D4,NA,D,"Berkeley, California Red D-4",Level,"Modern type cottages and bungalows prevail; homogeneous types. Convenient to recreational facilities, schools, local and San Francisco transportation and local shopping district",Predominance of Negroes and Orientals. Also mixed classes of wage earners and colored professional people,"store-keepers, professional Negro white-collar workers, etc","1,000 - 2,500",Latin & Nordic 15%,yes 50%,orientals,many,slowly ,modern bungalows prevail,medium: frame and stucco,25 years,good: (many negro families are excellent care-takers_,"3,500 - 4,500 4,000 30 - 40 35 1933-34 2,000 - 2,500 2,250 56.50% 15 - 20 17.5 50% 1937 2,250 - 3,000 2,600 65% 20 - 27.5 24 60% 1927 102% 1927 100+%",80%,98%,70%,little,"5-rm modern, 2,250",slow,fair,"5-rm modern, 22.50",fair,"cottages average 3,300",4 in 1936,limited,very little,downward,"(3) This area of modern type bungalows was originally put on as a white subdivision. However, now Negroes have crowded in until there is only a small percentage of white remaining, most Italians. District known as ""Negro Piedmont"". This district will never recover its original pre-Depression values. Zoned for restricted type residences, except about ten blocks in the center, which are zoned for two-family residences and duplexes. This is a high grade Negro area and good loans can be made here if care is exercised.","Ralph Spencer; City of Berkely, Building Inspector's Office; Ralph E. Prentice 6/15 7"
East Bay,D5,NA,D,"Oakland, California Red D-5",Level,"Convenience to local and San Francisco transportation, schools and local shopping districts. Good climatic conditions.",Infiltration of colored residents. There are now about twelve families scattered over the area indicated.,"clerks, artisans and shopkeepers","1,000 - 2,500",Latin races N/A,"yes, 12 families or more 3 to 4%",Orientals & Negroes,occasional,N/A ,older type detached cottages & 2-story homes,frame & shingle prevail,25 years,fair,"2,500 - 5,000 3,750 25 - 45 35 1933-34 1,800 - 3,500 2,350 63% 20 - 30 22.5 64% 1937 2.250 - 4,000 2,750 74% 22.5 - 35 27.5 79% 1927 102% 1927 100+%",95%,99%,80%,fair,"6-rm, 3,000",fair,good,"5-rm, 27.50",fair,none,none in 1936,limited,limited,N/A,"Unless one knows about the colored families living in the district, there is no means of distinguishing their homes from those of their white neighbors. The homes of the Negroes are in many instances better kept than the adjoining homes of white owners. Loans in this area should be governed according to hazard.","City of Oakland, Building Inspector's Office Records; Ralph E. Prentice; Ralph Spencer 6/15 7"
East Bay,D6,NA,D,"Emeryville, California Red D-6",Level,"Convenience to local and San Francisco transportation, schools and local shopping district. Proximity to industries (walking distance for factory workers).","Odors and noises from local industries. Infiltration of colored and Orientals. Predominance of older, cheap cottages. Zoned for industry.","factory, industrial employees and workers","1,000 - 1,500","Latin, etc 20%",yes 3%,Orientals,occasional, ,detached cheap cottages,frame or shingle exterior,25 years,poor,"2,000 - 3,500 2,750 22.5 - 35 30 1933-34 1,250 - 2,250 1,500 54.50% 15 - 22.5 17.5 58.50% 1937 1,500 - 2,500 1,800 65.50% 17.5 - 25 20 67% 1927 102% 1927 100+%",80%,98%,60%,poor,"5-rm cottage, 1,800",slow,poor,"5-rm cottage, 20",fair,none,none,limited,none,downward,(5-g) Population increasing due to concentration of more that one-family of low wage earners into one home. Semi-slum area.,"James G. Stafford; Building Inspector's Office, City of Emeryville; Ralph E. Prentice 6/15 7"
East Bay,D7,NA,D,"Oakland, California Red D-7",Level,"Convenience to local and San Francisco transportation, local shopping centers and schools; proximity to industries (walking distance for employees).",Mixed (heterogeneous) age and type of homes. Cheap older homes predominate. Odors from factories; infiltration of Orientals and colored.,"Wage earners, shop-keepers and clerical","1,000 - 2,000",Latin races 25%,yes 15%,Negroes and Orientals,many, ,cottages and two-story homes,frame or shingle exterior,28 years,fair to poor,"2,000 - 4,000 3,000 20 - 40 30 1933-34 1,200 - 2,500 1,800 60% 15 - 25 18 60% 1937 1,500 - 3,750 2,350 75% 18 - 27.5 22.5 78% 1927 102% 1927 100+%",97%,97%,60%,poor,"6-rm cottage, 2,250",poor,fair,"5-rm cottage, 22.50",fair,"5-rm cottages, 4,000",5 new homes in 1936,limited,very limited,downward; tendency toward rooming houses,"(5-d) Spotted area; occasionally there are several blocks which are practically free of colored or Orientals, but on the other hand, certain blocks of the area are nearly 100% Negro and constantly spreading. Population increasing due to crowding of lower income families. Zoned for Light Industrial. No restrictions as to type of residences.","City of Oakland, Building Inspector's Office; Ralph E. Prentice; James G. Stafford 6/15 7"
East Bay,D8,NA,D,"Oakland, California Red D-8",Level,"Convenience to local and San Francisco transportation, local shopping districts; convenient to local industry (walking distance for laboring people who live in this area).","Odors from bay flats; smoke and grime from railroad shops and local industry. Old type houses and cottage, tenement tendencies. Heterogeneous mixture of all races. City taxes too high in proportion to income and value.","wage earners, shop-keepers, clerical help","1,000 - 1,800","Latin, Slavic, etc. 20%",yes 40%,"Orientals and Negro, etc.",many, ,detached cottages and 2-story homes,frame; brick foundation,35 years,poor,"2,500 - 4000 3,300 25 - 40 35 1933-34 1,250 - 2,500 1,800 54.50% 15 - 25 20 57% 1937 1,500 - 2,150 2,150 65% 17.5 - 27.5 22.5 64% 1927 102% 1927 100+%",95%,98%,50%,poor,"large home for income 2,150",slow,none,"large home for income, 22.50",slow,"flats costing 7,000 to 7,250 including lot, etc.",2 flat buildings in 1936,limited,none,downward,"(5-c) In the small, triangular portion of this area, lying east of Market Street, there are but very few Negroes, but west of Market Street the number steadily increases until the vicinity of Peralta, where they constitute approximately 80% of the population. Parts of this area might be designated as a slum district. It is zoned for Light Industry, but as yet the amount in the area is negligible. Many of the residents are employed in the S.P. R.R. yards and shops, which are a short distance south. The new U.S. Naval Base which will be locaed on Harbor Lands in the vicinity of this area, will cause increased demand for cheap multiple-family dwellings and will probably have a beneficial effect.","Building Inspector's Office, City of Oakland; Ralph E. Prentice; James G. Stafford 6/15 7"
East Bay,D9,NA,D,"Oakland, California Red D-9",Level,"Convenience to local and San Francisco transportation, schools, public library, local shopping center and walking distance to downtown Oakland","Old homes, run down in appearance; infiltration of Negroes, Orientals, etc. High city taxes in proportion to value of property","Clerical, industrial wage earners, shop-keepers & rooming-house keepers","1,000 - 1,800","Latin, Slavic, etc. 15%",yes 10%,Orientals and Negroes,many, ,detached large homes,frame,25 years,poor,"3,500 - 7,500 5,000 35 - 75 50 1933-34 1,500 - 3,250 2,500 50% 17.5 - 30 25 50% 1937 1,800 - 3,500 2,750 55% 22.5 - 32.5 30 60% 1927 102% 1927 100+%",95%,97%,35%,poor,"large old homes for income 2,500",fair,poor,"large old homes for income, 25",fair,none,N/A,limited,none,Downward,"*(7) Indeterminate ground values made definite valuation impossible. This area includes the former elite section of Oakland, with many homes of old mansion type, which formerly houses Oakland's best families in the 90's. Some of these homes were still high priced in 1926, but by 1933 had suffered a great decline in value. Now zoned for apartment houses. Many of the old, large homes have been converted into house-keeping units. New Naval Base on Harbors lands near lower part of this area, should bring some added demand for property in this area. Also, the World's Fair in 1939 could bring appreciable increase in lot values for cheaper type apartment house sites.","City of Oakland, Building Inspector's Office; Ralph E. Prentice; James G. Stafford 6/15 7"
East Bay,D10,NA,D,"Oakland, California Red D-10",Level in lower part; rolling in upper,"Convenience to local and San Francisco transportation, schools and shopping centers. Western part, walking distance to Metropolitan Center.","Heterogeneous mixture of older type, two-story homes, one-story cottages, and semi-modern bungalows","Laborers, service workers, white-collar employees","1,200 - 1,800",various 15%,yes 10%,lower grades: yes,occasional,N/A ,mixed: cottages and 2-story homes,"frame: modern, stucco",25 (10 to 50) years,fair to poor,"2,750 - 5,500 4,000 27.5 - 47.5 37.5 1933-34 1,500 - 2,750 2,000 50% 15 - 27.5 22.5 60% 1937 1,800 - 3,000 2,500 52.50% 18 - 35 27 67.50% 1927 102% 1927 100+%",92%,97%,65%,poor,"various: not over 3,000",poor,fair,"5-rm semi-modern cottage, 25",fair,"cottage, 3,750",1 new home 1936,limited,limited,downward,"This area is similar to C-19 in appearance, but infiltration of Negroes necessitates hazardous rating. Population is increasing due to tendency toward multiple-family dwellings and concentration of more than one family in one house. Southwestern part of area zoned for Light Industrial. This area includes the old town site of Brooklyn, where the Alameda County Court House was formerly located in the 70's. There are very many old homes in the area.","City of Oakland, Building Inspector's Office - Ralph E. Prentice - Ralph A. Knapp 6/15 7"
East Bay,D11,NA,D,"Oakland, California Red D-11",Level,"Convenience to downtown Oakland, local and San Francisco transportation, shopping, grammar and high schools",Predominance of Orientals; zoned for multiple dwellings and/or Light Industrial. No restrictions,"Wage earners, shopkeepers, skilled workers & rooming-house keepers","1,000 - 1,900",Orientals 50%,very few 1%,lower grades,occasional, ,old homes: one and two-story,frame and shingle,35 (20 to 60) years,fair to poor,"2,500 - 4,500 3,750 25 - 45 35 1933-34 1,750 - 2,500 2,250 60% 17.5 - 27.5 22.5 61+% 1937 2,000 - 3,250 2,750 70% 20 - 32.5 25 71% 1927 105% 1927 105%",85%,98%,50%,poor,preference is multiple unit property,fair,fair,all types,fair,none,remodeling only,limited,none,downward for residential; upward for industrial,"The western part of this area is the concentrated Oriental residential section of Oakland. The area, however, includes many good apartment houses of older type, mainly occupied by laboring classes. The area includes the old town site of Clinton, one of the first settlements in what is now Oakland. Some very old homes are still extant. The old Chase Home, built in the 50's is still in use. It is located on East Eighth Street and Fifth Avenue on a very large lot. Attempts are being made to sell the site for industry. Little restriction in zoning ordinance. Very undesirable residential area; indication of future slum condition.","City of Oakland, Building Inspector's Office, Ralph E. Prentice - Ralph A. Knapp 6/15 7"
East Bay,D12,NA,D,"Oakland, California Red (slide) D-12","Steep bluffs, running down to a creek","This is a slide area. In 1935 one residence slid all the way down to the creek bottom. Since that time, practically all houses on lots affected by slide conditions have been removed. The area purposely shown as extending beyond the immediate threat zone; care should be exercised in guarding against danger.","The area, which is small, is joined on the south by an older area of cheap houses, which constitutes a distinctly adverse influence. The recently inaugurated direct bus service to San Francisco does not wholly overcome the lack of such transportation, as fares are too expensive for ordinary commuting.","Business men, professionals","3,000 - 6,000",no concentration N/A,no N/A,lower grades: no,none, ,one and two-story single family homes,good: stucco,10 years,good: well kept,"7,000 - 12,000 9,000 60 - 80 75 1933-34 4,500 - 7,000 5,500 61% 40 - 60 47.5 63.50% 1937 5,000 - 9,500 7,000 78% 45 - 70 55 73.50% 1927 102% 1927 100+%",95%,100%,90%,fair,"6-rm stucco, 6,500",slow,fair,"6-rm stucco, 50",fair,"good: cost 7,600 including lot",1 in 1936,ample,limited,static to downward,"The houses remaining in this area, mostly located on the west side of McKillop Road are of the same type and take the same classification as B-24. Unless parts of McKillop Road (Street) itself slip down into the creek, thereby leaving these homes inaccessible, there will be little danger to these homes. The city is taking steps to reinforce the banks along McKillop Road to minimize danger of further slipping. If slide condition is corrected, this area would become a part of and be graded with B-24.","City of Oakland, Building Inspector's Office; Ralph E. Prentice - Ralph A. Knapp 6/15 7"
