site_id,site_name,site_address,city,zip_code,enf_action_date,enf_action_type,enf_action_description,enf_action_notes,enf_action_division,enf_action_program,enf_action_source
12796,BML AUTO REPAIR INC,222 KEYES ST 104,SAN JOSE,95112,2015-09-08,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
13226,BOYD'S BODY & AUTO REPAIR SHOP,1245 POWELL ST,EMERYVILLE,94608,2017-12-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
13648,Broadway-Taft Shell,5755 BROADWAY STREET,OAKLAND,94618,2019-10-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
13648,Broadway-Taft Shell,5755 BROADWAY STREET,OAKLAND,94618,2019-10-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HW,CERS
13759,BRUCE & JACK AUTOMOTIVE,12 E POPLAR ST,STOCKTON,95202,2014-12-19,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HW,CERS
13759,BRUCE & JACK AUTOMOTIVE,12 E POPLAR ST,STOCKTON,95202,2017-01-04,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HMRRP,CERS
14002,Bundy Rent A Wreck,2929 PICO BLVD,SANTA MONICA,90405,2015-06-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Monica Fire Department,HMRRP,CERS
14486,CA AIR RESOURCES BOARD,1900 14TH ST,SACRAMENTO,95811,2014-07-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HMRRP,CERS
14486,CA AIR RESOURCES BOARD,1900 14TH ST,SACRAMENTO,95811,2014-07-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HW,CERS
14534,California Highway Patrol - Valley Division,2555 1ST AVE,SACRAMENTO,95818,2014-01-02,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
14534,California Highway Patrol - Valley Division,2555 1ST AVE,SACRAMENTO,95818,2014-12-30,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
14534,California Highway Patrol - Valley Division,2555 1ST AVE,SACRAMENTO,95818,2015-12-30,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
14534,California Highway Patrol - Valley Division,2555 1ST AVE,SACRAMENTO,95818,2017-03-16,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
15090,Caliber Collision Center - Santa Monica,1100 COLORADO AVE,SANTA MONICA,90401,2015-03-24,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Monica Fire Department,UNSPEC,CERS
15090,Caliber Collision Center - Santa Monica,1100 COLORADO AVE,SANTA MONICA,90401,2016-04-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Monica Fire Department,HMRRP,CERS
15535,California Waste Solutions 1819,1819 10TH ST,OAKLAND,94607,2016-09-27,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
15535,California Waste Solutions 1819,1819 10TH ST,OAKLAND,94607,2016-12-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
15535,California Waste Solutions 1819,1819 10TH ST,OAKLAND,94607,2017-09-08,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,APSA,CERS
15535,California Waste Solutions 1819,1819 10TH ST,OAKLAND,94607,2017-09-08,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HW,CERS
15536,California Waste Solutions 1820,1820 10TH ST,OAKLAND,94607,2016-09-27,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2014-05-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HW,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2014-05-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2015-05-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2016-05-25,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2017-05-16,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2017-09-19,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HMRRP,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2017-10-24,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HW,CERS
16201,STOCKTON MOBIL 1,642 N HUNTER ST,STOCKTON,95202,2018-05-15,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
16844,CARS 2000 SERVICE CENTER,5960 14TH AVE,SACRAMENTO,95820,2015-05-28,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HW,CERS
16879,CARTEX,438 S BASCOM AV,SAN JOSE,95128,2015-01-09,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
16879,CARTEX,438 S BASCOM AV,SAN JOSE,95128,2015-01-09,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
16898,CARZONE REPAIR SERVICES,505 SANTA ANA AV 5,SAN JOSE,95112,2013-07-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
17531,"Cemex Construction Materials Pacific, LLC",333 23RD AVE,OAKLAND,94606,2016-03-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
17642,Central Concrete Supply Co Plant - 12,2400 PERALTA ST,OAKLAND,94607,2016-05-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
17920,champion automotive inc,585 MACARTHUR BLVD,SAN LEANDRO,94577,2015-04-29,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HW,CERS
17920,champion automotive inc,585 MACARTHUR BLVD,SAN LEANDRO,94577,2017-08-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HMRRP,CERS
17920,champion automotive inc,585 MACARTHUR BLVD,SAN LEANDRO,94577,2017-08-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HW,CERS
18228,SEVEN DAYS STATION INC,1787 N HIGHLAND AVE,LOS ANGELES,90028,2016-07-01,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,"Fines/Penalties Assessed: $10,000.00. Tampering: Raised sensor in 87 fill Sump, 15 gallons of product found on sump floor.  Late Secondary Containment testing (164 days late) Couple with 1868 Western in joint AEO (same owner). Penalized $15,000.00 for both facilities combined.",Los Angeles City Fire Department,UST,CERS
18316,CHEVRON FLORENCE,1400 W FLORENCE AVE,LOS ANGELES,90047,2019-03-11,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,BAG #1658 PLACED ON THE 91 TANK.,Los Angeles City Fire Department,UST,CERS
18316,CHEVRON FLORENCE,1400 W FLORENCE AVE,LOS ANGELES,90047,2019-03-11,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,BAG #1659 PLACED ON DIESEL TANK.,Los Angeles City Fire Department,UST,CERS
18897,Christian Brothers Truck Service,2502 14TH AVE,OAKLAND,94606,2017-12-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
18926,CHROMPLATE CO INC,1127 W HILLCREST BLVD,INGLEWOOD,90301,1999-10-26,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
18926,CHROMPLATE CO INC,1127 W HILLCREST BLVD,INGLEWOOD,90301,1999-12-01,Notice of Violation,Notice of Violation,Second Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
19181,Circle K Stores Inc. Site #2211209,11001 VENTURA BLVD,NORTH HOLLYWOOD,91604,2019-03-11,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,RED TAG #1718 PLACED ON WASTE OIL TANK.,Los Angeles City Fire Department,UST,CERS
19181,Circle K Stores Inc. Site #2211209,11001 VENTURA BLVD,NORTH HOLLYWOOD,91604,2019-07-24,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,"Fines/Penalties Assessed: $5,000.00. Tampering with the monitoring system.",Los Angeles City Fire Department,UST,CERS
19269,"CISCO AIR SYSTEMS, INC",214 27TH ST,SACRAMENTO,95816-3201,2014-12-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HMRRP,CERS
19269,"CISCO AIR SYSTEMS, INC",214 27TH ST,SACRAMENTO,95816-3201,2014-12-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HW,CERS
19305,CITICARS,1295 W SAN CARLOS ST,SAN JOSE,95126,2015-09-30,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
19305,CITICARS,1295 W SAN CARLOS ST,SAN JOSE,95126,2015-09-30,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
19380,CITY OF ALAMEDA FIRE DEPARTMENT #2,635 PACIFIC AVE,ALAMEDA,94501,2015-10-02,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
19380,CITY OF ALAMEDA FIRE DEPARTMENT #2,635 PACIFIC AVE,ALAMEDA,94501,2016-02-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,UNSPEC,CERS
19380,CITY OF ALAMEDA FIRE DEPARTMENT #2,635 PACIFIC AVE,ALAMEDA,94501,2017-04-13,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
19431,CITY OF BERKELEY FIRESTATION #7,3000 SHASTA RD,BERKELEY,94708,2014-03-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
19865,City of San Leandro Boys & Girls Club,401 MARINA BLVD,SAN LEANDRO,94577,2018-08-07,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HMRRP,CERS
19920,CITY OF SJ-BIEBRACH POOL,450 W VIRGINIA ST,SAN JOSE,95125,2014-09-12,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
19923,CITY OF SAN JOSE - COMMUNICATIONS BUILDING,171 W MISSION ST,SAN JOSE,95110,2013-12-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
19923,CITY OF SAN JOSE - COMMUNICATIONS BUILDING,171 W MISSION ST,SAN JOSE,95110,2013-12-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
19923,CITY OF SAN JOSE - COMMUNICATIONS BUILDING,171 W MISSION ST,SAN JOSE,95110,2014-11-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2013-12-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HMRRP,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2013-12-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HW,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2014-10-29,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2017-03-16,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HW,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2017-03-16,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
20115,"CJ GAS, INC",6441 FOLSOM BLVD,SACRAMENTO,95819,2018-06-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,UST,CERS
20132,CLAIRE'S CHEVRON,680 COMMERCIAL ST,SAN JOSE,95112,2014-06-11,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
20132,CLAIRE'S CHEVRON,680 COMMERCIAL ST,SAN JOSE,95112,2015-06-12,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
20132,CLAIRE'S CHEVRON,680 COMMERCIAL ST,SAN JOSE,95112,2015-08-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
20132,CLAIRE'S CHEVRON,680 COMMERCIAL ST,SAN JOSE,95112,2015-09-17,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,UST,CERS
20147,CLAREMONT CHEVRON STATION #0289,3048 ASHBY AVE,BERKELEY,94705,2014-04-24,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
20147,CLAREMONT CHEVRON STATION #0289,3048 ASHBY AVE,BERKELEY,94705,2014-04-24,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,UST,CERS
